,lightgbm,catboost,rbfsvm,gbc,ridge,lr,lda,ada,knn,nb,et,rf,xgboost,gpc,mlp,dt,svm,qda
HPRD50.d10.s0_10,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s0_11,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s0_9,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s1_12,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s1_13,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s1_14,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s2_15,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s3_16,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s3_17,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s3_18,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s4_19,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s4_20,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d10.s4_21,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d15.s0_22,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d15.s1_23,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d15.s2_24,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d15.s2_25,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d15.s2_26,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d15.s3_27,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d15.s4_28,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d17.s0_29,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s0_30,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s0_31,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s0_32,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s1_33,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s2_34,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s2_35,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s2_36,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s3_37,0.6147226072148984,0.6193530268811184,0.671910756492132,0.2900790300755495,1.0,0.5984342578348648,0.6048974093445406,0.5023384881792318,0.6190493422485439,0.9885366541707491,0.5500381906540424,0.6190476190476195,0.5837228298187256,0.6092782808088373,0.6194131028198503,0.6190476190476191,1.0,0.8179477712251095
HPRD50.d28.s3_38,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d28.s3_39,0.6147226072148984,0.6193530268811184,0.671910756492132,0.2900790300755495,1.0,0.5984342578348648,0.6048974093445406,0.5023384881792318,0.6190493422485439,0.9885366541707491,0.5500381906540424,0.6190476190476195,0.5837228298187256,0.6092782808088373,0.6194131028198503,0.6190476190476191,1.0,0.8179477712251095
HPRD50.d36.s0_40,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s1_41,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s1_42,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s1_43,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s2_44,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s2_45,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s2_46,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s3_47,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
HPRD50.d36.s4_48,0.3268490409047085,0.3226339050775381,0.34975709225418905,0.33313776407473644,0.0,0.34912233826678135,0.34438626897198354,0.4962726324468179,0.3061224489795918,0.10301062060089981,0.3504290040031245,0.32222222222222247,0.3222222328186035,0.3488492706919146,0.3473097258586756,0.32222222222222224,0.0,0.26456609350000365
